urn,path,genre,structural_type,div_subtypes,milestone_units,issues
tlg0361.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0361/tlg001/tlg0361.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg0362.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0362/tlg001/tlg0362.tlg001.1st1K-grc1.xml,verse-lyric-pindaric,div-based,section,,
tlg0363.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0363/tlg001/tlg0363.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,book|section,,
tlg0363.tlg007.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0363/tlg007/tlg0363.tlg007.1st1K-grc1.xml,prose-philosophy,div-based,book|chapter|section,,
tlg0363.tlg011.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0363/tlg011/tlg0363.tlg011.1st1K-grc1.xml,prose-philosophy,div-based,paragraph,,
tlg0509.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0509/tlg001/tlg0509.tlg001.1st1K-grc1.xml,prose-epistolary,div-based,section,,
tlg0521.tlg008.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0521/tlg008/tlg0521.tlg008.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg0527.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg001/tlg0527.tlg001.1st1K-grc1.xml,prose-historiography,mixed,chapter|verse,altref,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0527.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg002/tlg0527.tlg002.1st1K-grc1.xml,prose-historiography,mixed,chapter|verse,altpage1|altref,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0527.tlg003.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg003/tlg0527.tlg003.1st1K-grc1.xml,prose-philosophy,mixed,chapter|verse,altref,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0527.tlg004.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg004/tlg0527.tlg004.1st1K-grc1.xml,prose-historiography,mixed,chapter|verse,altref,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0527.tlg005.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg005/tlg0527.tlg005.1st1K-grc1.xml,prose-philosophy,mixed,chapter|verse,altpage1|altref,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0527.tlg006.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg006/tlg0527.tlg006.1st1K-grc1.xml,prose-historiography,mixed,chapter|verse,altref,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0527.tlg008.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg008/tlg0527.tlg008.1st1K-grc1.xml,prose-historiography,mixed,chapter|verse,altref,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0527.tlg010.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg010/tlg0527.tlg010.1st1K-grc1.xml,prose-historiography,div-based,chapter|verse,,
tlg0527.tlg011.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg011/tlg0527.tlg011.1st1K-grc1.xml,prose-historiography,mixed,chapter|verse,altpage1|altref,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0527.tlg012.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg012/tlg0527.tlg012.1st1K-grc1.xml,prose-historiography,mixed,chapter|verse,altref,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0527.tlg013.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg013/tlg0527.tlg013.1st1K-grc1.xml,prose-historiography,mixed,chapter|verse,altref,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0527.tlg014.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg014/tlg0527.tlg014.1st1K-grc1.xml,prose-historiography,mixed,chapter|verse,altpage1|altref,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0527.tlg015.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg015/tlg0527.tlg015.1st1K-grc1.xml,prose-historiography,div-based,chapter|verse,,
tlg0527.tlg016.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg016/tlg0527.tlg016.1st1K-grc1.xml,prose-historiography,div-based,chapter|verse,,
tlg0527.tlg017.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg017/tlg0527.tlg017.1st1K-grc1.xml,prose-historiography,div-based,chapter|verse,,
tlg0527.tlg018.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg018/tlg0527.tlg018.1st1K-grc1.xml,prose-historiography,div-based,chapter|verse,,
tlg0527.tlg019.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg019/tlg0527.tlg019.1st1K-grc1.xml,prose-historiography,div-based,chapter|verse,,
tlg0527.tlg020.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg020/tlg0527.tlg020.1st1K-grc1.xml,prose-historiography,div-based,chapter|verse,,
tlg0527.tlg021.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg021/tlg0527.tlg021.1st1K-grc1.xml,prose-biography,div-based,chapter|verse,,
tlg0527.tlg023.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg023/tlg0527.tlg023.1st1K-grc1.xml,prose-historiography,div-based,chapter|verse,,
tlg0527.tlg024.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg024/tlg0527.tlg024.1st1K-grc1.xml,prose-historiography,div-based,chapter|verse,,
tlg0527.tlg025.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg025/tlg0527.tlg025.1st1K-grc1.xml,prose-historiography,div-based,chapter|verse,,
tlg0527.tlg026.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg026/tlg0527.tlg026.1st1K-grc1.xml,prose-historiography,div-based,chapter|verse,,
tlg0527.tlg027.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg027/tlg0527.tlg027.1st1K-grc1.xml,verse-lyric-monodic,div-based,chapter|verse,,
tlg0527.tlg028.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg028/tlg0527.tlg028.1st1K-grc1.xml,verse-lyric-monodic,div-based,chapter|verse,,
tlg0527.tlg029.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg029/tlg0527.tlg029.1st1K-grc1.xml,verse-didactic,div-based,chapter|verse,,
tlg0527.tlg031.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg031/tlg0527.tlg031.1st1K-grc1.xml,verse-lyric-monodic,div-based,chapter|verse,,
tlg0527.tlg032.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg032/tlg0527.tlg032.1st1K-grc1.xml,verse-didactic,div-based,chapter|verse,,
tlg0527.tlg033.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg033/tlg0527.tlg033.1st1K-grc1.xml,verse-didactic,div-based,chapter|verse,,
tlg0527.tlg034.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg034/tlg0527.tlg034.1st1K-grc1.xml,verse-didactic,div-based,chapter|verse,,
tlg0527.tlg034.1st1K-grc2,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg034/tlg0527.tlg034.1st1K-grc2.xml,verse-didactic,div-based,chapter|verse,,
tlg0527.tlg035.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg035/tlg0527.tlg035.1st1K-grc1.xml,verse-lyric-monodic,div-based,chapter|verse,,
tlg0527.tlg036.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg036/tlg0527.tlg036.1st1K-grc1.xml,prose-philosophy,div-based,chapter|verse,,
tlg0527.tlg037.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg037/tlg0527.tlg037.1st1K-grc1.xml,verse-didactic,div-based,chapter|verse,,
tlg0527.tlg038.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg038/tlg0527.tlg038.1st1K-grc1.xml,prose-historiography,div-based,chapter|verse,,
tlg0527.tlg039.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg039/tlg0527.tlg039.1st1K-grc1.xml,prose-philosophy,div-based,chapter|verse,,
tlg0527.tlg040.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg040/tlg0527.tlg040.1st1K-grc1.xml,prose-historiography,div-based,chapter|verse,,
tlg0527.tlg041.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg041/tlg0527.tlg041.1st1K-grc1.xml,verse-epic,div-based,chapter|verse,,
tlg0527.tlg042.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg042/tlg0527.tlg042.1st1K-grc1.xml,prose-historiography,div-based,chapter|verse,,
tlg0527.tlg043.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg043/tlg0527.tlg043.1st1K-grc1.xml,verse-didactic,div-based,chapter|verse,,
tlg0527.tlg044.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg044/tlg0527.tlg044.1st1K-grc1.xml,prose-philosophy,div-based,chapter|verse,,
tlg0527.tlg045.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg045/tlg0527.tlg045.1st1K-grc1.xml,prose-philosophy,div-based,chapter|verse,,
tlg0527.tlg046.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg046/tlg0527.tlg046.1st1K-grc1.xml,prose-historiography,div-based,chapter|verse,,
tlg0527.tlg047.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg047/tlg0527.tlg047.1st1K-grc1.xml,prose-philosophy,div-based,chapter|verse,,
tlg0527.tlg048.1st1K-eng1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg048/tlg0527.tlg048.1st1K-eng1.xml,verse-didactic,div-based,chapter|verse|heading,,1 <div type='textpart'> element(s) lack @n (subtypes: heading); citation by position unreliable.
tlg0527.tlg048.1st1K-eng1a,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg048/tlg0527.tlg048.1st1K-eng1a.xml,verse-didactic,div-based,paragraph,,
tlg0527.tlg048.1st1K-eng1b,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg048/tlg0527.tlg048.1st1K-eng1b.xml,verse-didactic,div-based,paragraph,,
tlg0527.tlg048.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg048/tlg0527.tlg048.1st1K-grc1.xml,verse-didactic,div-based,chapter|verse,,
tlg0527.tlg048.1st1K-grc2,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg048/tlg0527.tlg048.1st1K-grc2.xml,verse-didactic,mixed,chapter|verse,altpage1,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0527.tlg048.1st1K-mul1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg048/tlg0527.tlg048.1st1K-mul1.xml,verse-didactic,div-based,paragraph,,
tlg0527.tlg048.1st1K-mul2,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg048/tlg0527.tlg048.1st1K-mul2.xml,verse-didactic,div-based,paragraph,,
tlg0527.tlg049.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg049/tlg0527.tlg049.1st1K-grc1.xml,prose-historiography,div-based,chapter|verse,,
tlg0527.tlg050.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg050/tlg0527.tlg050.1st1K-grc1.xml,prose-philosophy,div-based,chapter|verse,,
tlg0527.tlg051.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg051/tlg0527.tlg051.1st1K-grc1.xml,verse-lyric-monodic,div-based,chapter|verse,,
tlg0527.tlg052.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg052/tlg0527.tlg052.1st1K-grc1.xml,prose-epistolary,div-based,verse,,
tlg0527.tlg053.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg053/tlg0527.tlg053.1st1K-grc1.xml,prose-philosophy,div-based,chapter|verse,,
tlg0527.tlg054.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg054/tlg0527.tlg054.1st1K-grc1.xml,prose-historiography,div-based,chapter|verse,,
tlg0527.tlg055.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg055/tlg0527.tlg055.1st1K-grc1.xml,prose-biography,div-based,chapter|verse,,
tlg0527.tlg056.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg056/tlg0527.tlg056.1st1K-grc1.xml,prose-philosophy,div-based,chapter|verse,,
tlg0527.tlg057.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg057/tlg0527.tlg057.1st1K-grc1.xml,prose-historiography,div-based,chapter|verse,,
tlg0527.tlg058.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg058/tlg0527.tlg058.1st1K-grc1.xml,prose-historiography,div-based,chapter|verse,,
tlg0527.tlg059.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0527/tlg059/tlg0527.tlg059.1st1K-grc1.xml,prose-historiography,div-based,chapter|verse,,
tlg0529.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0529/tlg002/tlg0529.tlg002.1st1K-grc1.xml,prose-philosophy,div-based,section|paragraph,,
tlg0530.tlg005.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0530/tlg005/tlg0530.tlg005.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0530.tlg006.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0530/tlg006/tlg0530.tlg006.1st1K-grc1.xml,prose-philosophy,mixed,chapter,section,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0530.tlg012.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0530/tlg012/tlg0530.tlg012.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg0530.tlg029.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0530/tlg029/tlg0530.tlg029.1st1K-grc1.xml,prose-philosophy,div-based,book|chapter,,
tlg0530.tlg032.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0530/tlg032/tlg0530.tlg032.1st1K-grc1.xml,prose-philosophy,div-based,work,,
tlg0530.tlg043.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0530/tlg043/tlg0530.tlg043.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg0533.tlg006.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0533/tlg006/tlg0533.tlg006.1st1K-grc1.xml,verse-epigram,div-based,chapter|section,,
tlg0533.tlg007.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0533/tlg007/tlg0533.tlg007.1st1K-grc1.xml,verse-iambic,div-based,poem|section,,
tlg0533.tlg009.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0533/tlg009/tlg0533.tlg009.1st1K-grc1.xml,verse-epigram,div-based,poem|section,,
tlg0537.tlg010.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0537/tlg010/tlg0537.tlg010.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg0537.tlg011.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0537/tlg011/tlg0537.tlg011.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg0537.tlg012.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0537/tlg012/tlg0537.tlg012.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg0537.tlg013.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0537/tlg013/tlg0537.tlg013.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg0537.tlg014.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0537/tlg014/tlg0537.tlg014.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg0541.tlg042.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0541/tlg042/tlg0541.tlg042.1st1K-grc1.xml,prose-philosophy,div-based,chapter|sentence,,
tlg0541.tlg042.1st1K-grc2,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0541/tlg042/tlg0541.tlg042.1st1K-grc2.xml,prose-philosophy,div-based,sentence,,
tlg0541.tlg042.1st1K-grc3,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0541/tlg042/tlg0541.tlg042.1st1K-grc3.xml,prose-philosophy,div-based,sentence,,
tlg0542.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0542/tlg001/tlg0542.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,book|section,,
tlg0544.tlg001.1st1K-eng1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0544/tlg001/tlg0544.tlg001.1st1K-eng1.xml,prose-philosophy,div-based,book|chapter|section,,
tlg0544.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0544/tlg001/tlg0544.tlg001.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter|section,altpagecont,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0544.tlg001.opp-lat1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0544/tlg001/tlg0544.tlg001.opp-lat1.xml,prose-philosophy,mixed,book|section,altnumbering,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0544.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0544/tlg002/tlg0544.tlg002.1st1K-grc1.xml,prose-philosophy,mixed,book|section,altpagecont,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0545.tlg004.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0545/tlg004/tlg0545.tlg004.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg0550.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0550/tlg001/tlg0550.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg0552.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0552/tlg001/tlg0552.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,book|chapter,,
tlg0552.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0552/tlg002/tlg0552.tlg002.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg0552.tlg003.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0552/tlg003/tlg0552.tlg003.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg0552.tlg004.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0552/tlg004/tlg0552.tlg004.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg0552.tlg005.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0552/tlg005/tlg0552.tlg005.1st1K-grc1.xml,prose-philosophy,div-based,book|chapter,,
tlg0552.tlg006.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0552/tlg006/tlg0552.tlg006.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg0552.tlg007.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0552/tlg007/tlg0552.tlg007.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg0552.tlg008.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0552/tlg008/tlg0552.tlg008.1st1K-grc1.xml,prose-philosophy,div-based,book|chapter,,
tlg0552.tlg009.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0552/tlg009/tlg0552.tlg009.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg0552.tlg010.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0552/tlg010/tlg0552.tlg010.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg0552.tlg011.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0552/tlg011/tlg0552.tlg011.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg0552.tlg011.1st1K-lat1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0552/tlg011/tlg0552.tlg011.1st1K-lat1.xml,prose-philosophy,div-based,chapter,,
tlg0552.tlg012.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0552/tlg012/tlg0552.tlg012.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg0552.tlg013.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0552/tlg013/tlg0552.tlg013.1st1K-grc1.xml,prose-philosophy,div-based,chapter|section,,
tlg0553.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0553/tlg001/tlg0553.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,book|section,,
